rain_mm,temp_max_c,temp_min_c,observation_type,observation_time,station_name,suburb
0.0,26.1,11.7,sun,2012-09-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.3,14.4,sun,2012-09-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,32.2,13.3,sun,2012-09-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,13.3,sun,2012-09-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,18.9,13.9,rain,2012-09-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,20.0,11.7,rain,2012-09-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,8.9,sun,2012-09-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,10.0,sun,2012-09-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,11.7,sun,2012-09-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,11.1,sun,2012-09-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,11.1,sun,2012-09-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,9.4,sun,2012-09-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,11.7,fog,2012-09-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,11.7,sun,2012-09-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,11.7,drizzle,2012-09-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,10.0,drizzle,2012-09-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.1,12.8,drizzle,2012-09-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,19.4,11.7,rain,2012-09-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,10.0,fog,2012-09-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,10.0,fog,2012-09-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,11.1,sun,2012-09-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,9.4,drizzle,2012-09-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.8,10.0,drizzle,2012-09-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,12.2,rain,2012-09-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,12.2,sun,2012-09-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,7.8,sun,2012-09-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,8.9,sun,2012-10-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,17.8,10.0,sun,2012-10-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,7.8,sun,2012-10-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,8.3,sun,2012-10-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,8.9,sun,2012-10-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,7.8,sun,2012-10-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,7.8,sun,2012-10-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,7.8,sun,2012-10-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.1,8.9,drizzle,2012-10-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.2,8.3,drizzle,2012-10-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.9,7.2,drizzle,2012-10-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,13.9,8.9,rain,2012-10-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.8,15.6,12.2,rain,2012-10-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
16.5,17.8,13.3,rain,2012-10-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.9,17.2,11.1,rain,2012-10-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.1,8.3,sun,2012-10-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,14.4,6.1,sun,2012-10-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
20.8,17.8,6.7,rain,2012-10-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.8,15.0,9.4,rain,2012-10-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,11.1,6.1,rain,2012-10-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.4,11.7,4.4,rain,2012-10-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.9,7.8,3.3,rain,2012-10-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.1,5.6,rain,2012-10-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.1,11.7,6.1,rain,2012-10-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.7,6.7,sun,2012-10-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,11.1,7.2,rain,2012-10-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
23.1,14.4,9.4,rain,2012-10-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.1,14.4,10.0,rain,2012-10-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
10.9,15.6,10.0,rain,2012-10-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
34.5,15.0,12.2,rain,2012-10-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
14.5,15.6,11.1,rain,2012-10-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.7,15.0,10.6,rain,2012-11-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.6,15.0,10.6,rain,2012-11-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,15.6,11.1,rain,2012-11-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.1,17.8,12.8,rain,2012-11-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,15.0,7.8,rain,2012-11-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,12.8,6.7,rain,2012-11-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.2,3.9,rain,2012-11-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,10.0,1.1,rain,2012-11-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,1.1,rain,2012-11-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,7.8,-0.6,sun,2012-11-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
15.2,8.9,1.1,rain,2012-11-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.6,12.8,6.1,rain,2012-11-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.3,11.1,7.8,rain,2012-11-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,11.1,5.0,rain,2012-11-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,9.4,2.8,drizzle,2012-11-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.6,9.4,2.2,rain,2012-11-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.1,12.2,6.1,rain,2012-11-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.9,10.0,6.1,rain,2012-11-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
54.1,13.3,8.3,rain,2012-11-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.8,11.1,7.2,rain,2012-11-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
11.2,8.3,3.9,rain,2012-11-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,2.8,rain,2012-11-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
32.0,9.4,6.1,rain,2012-11-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,3.9,rain,2012-11-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.3,1.1,drizzle,2012-11-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,9.4,1.7,fog,2012-11-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,10.0,1.7,sun,2012-11-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.8,9.4,2.2,rain,2012-11-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,12.8,7.8,rain,2012-11-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
35.6,15.0,7.8,rain,2012-11-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.1,13.3,8.3,rain,2012-12-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
19.6,8.3,7.2,rain,2012-12-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.0,9.4,7.2,rain,2012-12-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
14.2,11.7,7.2,rain,2012-12-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,8.9,4.4,rain,2012-12-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,7.2,6.1,rain,2012-12-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,7.8,3.3,rain,2012-12-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,6.7,3.3,sun,2012-12-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,6.7,2.8,rain,2012-12-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,7.2,5.6,rain,2012-12-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.0,7.8,5.6,rain,2012-12-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.1,6.7,4.4,rain,2012-12-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,7.2,3.3,rain,2012-12-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.9,6.1,1.1,rain,2012-12-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.3,4.4,0.6,snow,2012-12-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
22.6,6.7,3.3,snow,2012-12-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,8.3,1.7,rain,2012-12-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.3,3.9,0.6,snow,2012-12-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.7,8.3,1.7,snow,2012-12-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.2,7.2,0.6,rain,2012-12-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.8,8.3,-1.7,rain,2012-12-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.3,8.3,3.9,rain,2012-12-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.6,7.2,3.3,rain,2012-12-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,5.6,2.8,rain,2012-12-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.5,5.6,2.8,snow,2012-12-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.6,6.7,3.3,rain,2012-12-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.1,7.8,3.3,rain,2012-12-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.3,3.9,rain,2012-12-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,5.0,3.3,rain,2012-12-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,4.4,0.0,drizzle,2012-12-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.3,-1.1,drizzle,2012-12-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,5.0,-2.8,sun,2013-01-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,6.1,-1.1,sun,2013-01-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.1,6.7,-1.7,rain,2013-01-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.5,10.0,2.2,rain,2013-01-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.0,6.7,4.4,rain,2013-01-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,7.2,2.8,rain,2013-01-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,10.0,4.4,rain,2013-01-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
16.3,11.7,5.6,rain,2013-01-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
38.4,10.0,1.7,rain,2013-01-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,3.3,-0.6,snow,2013-01-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,2.8,-2.8,drizzle,2013-01-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,2.8,-3.9,sun,2013-01-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,2.2,-4.4,sun,2013-01-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.3,-2.2,sun,2013-01-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,6.7,-0.6,sun,2013-01-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,6.1,-3.9,drizzle,2013-01-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.9,-2.8,drizzle,2013-01-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.3,-1.1,drizzle,2013-01-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,1.1,-0.6,drizzle,2013-01-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.3,-0.6,drizzle,2013-01-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,2.2,-1.7,drizzle,2013-01-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,3.3,-1.7,drizzle,2013-01-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.1,7.2,2.2,rain,2013-01-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.8,7.2,1.1,rain,2013-01-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.0,10.6,2.8,rain,2013-01-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,8.3,3.9,rain,2013-01-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.8,5.6,3.9,rain,2013-01-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.9,6.1,3.3,rain,2013-01-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.3,8.3,5.0,rain,2013-01-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.6,8.9,6.7,rain,2013-01-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.0,9.4,7.2,rain,2013-01-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,11.7,5.0,rain,2013-02-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,6.1,2.8,drizzle,2013-02-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,8.9,2.8,rain,2013-02-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,10.6,6.7,rain,2013-02-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.3,10.0,6.7,rain,2013-02-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,10.6,6.1,rain,2013-02-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.3,9.4,3.3,rain,2013-02-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,7.8,2.2,sun,2013-02-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,8.3,4.4,rain,2013-02-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,1.7,drizzle,2013-02-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,8.3,4.4,rain,2013-02-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,11.1,7.2,rain,2013-02-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,9.4,7.2,rain,2013-02-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,9.4,5.6,rain,2013-02-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.3,5.0,drizzle,2013-02-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.1,3.9,rain,2013-02-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,9.4,4.4,rain,2013-02-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,7.8,3.9,rain,2013-02-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,10.6,1.7,sun,2013-02-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,7.8,1.1,rain,2013-02-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,6.7,3.9,rain,2013-02-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.4,7.8,3.9,rain,2013-02-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,10.0,3.9,rain,2013-02-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,5.0,rain,2013-02-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,10.6,3.3,rain,2013-02-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,8.9,3.9,rain,2013-02-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.6,10.0,4.4,rain,2013-02-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.1,11.7,6.7,rain,2013-02-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.1,15.0,11.1,rain,2013-03-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,13.9,5.0,rain,2013-03-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.1,2.2,sun,2013-03-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.3,0.0,sun,2013-03-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,9.4,6.1,rain,2013-03-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
11.9,7.2,5.0,rain,2013-03-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
7.4,12.2,5.0,rain,2013-03-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.7,2.2,drizzle,2013-03-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.8,1.1,fog,2013-03-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,7.8,3.9,rain,2013-03-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.3,10.6,6.1,rain,2013-03-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,12.8,10.0,rain,2013-03-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,11.7,9.4,rain,2013-03-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.8,11.7,9.4,rain,2013-03-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,14.4,8.9,rain,2013-03-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.3,10.6,4.4,rain,2013-03-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,8.9,3.9,sun,2013-03-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,11.7,3.9,rain,2013-03-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
11.7,12.8,1.7,rain,2013-03-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.9,11.1,4.4,rain,2013-03-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.1,10.0,2.2,snow,2013-03-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,9.4,0.6,sun,2013-03-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,10.0,1.1,sun,2013-03-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.2,0.6,sun,2013-03-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.7,4.4,sun,2013-03-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.7,6.1,sun,2013-03-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,13.3,7.2,rain,2013-03-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,16.1,8.3,rain,2013-03-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,7.8,rain,2013-03-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,5.6,drizzle,2013-03-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,6.7,sun,2013-03-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,17.2,8.3,sun,2013-04-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.9,8.9,sun,2013-04-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.7,7.8,sun,2013-04-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.4,14.4,10.0,rain,2013-04-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
18.5,13.9,10.0,rain,2013-04-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
12.7,12.2,7.2,rain,2013-04-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
39.1,8.3,5.0,rain,2013-04-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,13.3,6.1,rain,2013-04-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.2,6.1,sun,2013-04-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.4,15.0,8.9,rain,2013-04-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.5,12.2,6.7,rain,2013-04-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.7,7.8,4.4,rain,2013-04-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
9.4,10.6,3.3,rain,2013-04-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.8,12.8,4.4,rain,2013-04-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.9,4.4,fog,2013-04-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,13.9,3.3,rain,2013-04-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,15.0,3.9,drizzle,2013-04-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.3,11.7,6.7,rain,2013-04-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
20.6,13.3,9.4,rain,2013-04-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.9,8.3,sun,2013-04-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.3,12.2,6.7,rain,2013-04-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.1,5.0,sun,2013-04-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,17.8,3.9,sun,2013-04-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,6.1,sun,2013-04-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,6.7,sun,2013-04-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,8.3,fog,2013-04-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,13.9,10.6,sun,2013-04-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,15.0,9.4,rain,2013-04-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.8,13.9,6.7,rain,2013-04-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,12.8,4.4,sun,2013-04-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,3.3,sun,2013-05-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,6.7,sun,2013-05-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,9.4,sun,2013-05-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,11.1,sun,2013-05-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,11.7,sun,2013-05-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.6,12.2,sun,2013-05-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,11.1,sun,2013-05-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,11.1,sun,2013-05-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.8,10.0,sun,2013-05-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,9.4,sun,2013-05-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.2,12.2,sun,2013-05-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.6,21.7,13.9,rain,2013-05-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
